2524, 4.4691
9824, 11.8368
2395, 18.1752
0246, 16.9839
7196, 6.056
6099, 15.3755
3974, 13.9447
0644, 18.8049
9002, 1.9443
9333, 6.6062
1604, 1.0055
7530, 0.9764
0420, 0.9777
2618, 1.9868
6007, 0.0274
9388, 0.0348
4220, 3.3131
8675, 7.4919
7081, 15.032
3276, 3.0412
3624, 1.6441
3350, 1.6374
9645, 1.6255
6467, 2.2343
2297, 1.471
8554, 0.2726
5874, 0.0831
9949, 1.5277
8311, 9.6787
1269, 9.8781
4333, 0.1759
2047, 6.9358
8544, 9.7507
9815, 6.8835
4857, 16.6226
4114, 13.0083
1198, 6.3816
8314, 6.9419
3600, 0.032
6679, 6.1069
9102, 8.3606
1344, 5.6168
8223, 9.4657
8144, 6.6425
5985, 7.0354
8313, 6.4534
6502, 6.4689
1635, 6.3413
3274, 3.9385
0401, 0.0017
6171, 1.2384
